Code,Name,Region/Country,Country/region,Supergroup code,Supergroup name,Group code,Group name,Subgroup code,Subgroup name,
E08000010,Wigan,North West,North West,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a1r,Manufacturing Legacy,
E07000125,Rossendale,North West,North West,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a1r,Manufacturing Legacy,
E08000011,Knowsley,North West,North West,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a2r,Mining Legacy,
E08000014,Sefton,North West,North West,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a3r,Service Economy,
E08000013,St. Helens,North West,North West,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a1r,Manufacturing Legacy,
E08000015,Wirral,North West,North West,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a3r,Service Economy,
E06000012,North East Lincolnshire,Yorkshire and The Humber,Yorkshire and The Humber,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a1r,Manufacturing Legacy,
E08000016,Barnsley,Yorkshire and The Humber,Yorkshire and The Humber,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a1r,Manufacturing Legacy,
E08000017,Doncaster,Yorkshire and The Humber,Yorkshire and The Humber,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a1r,Manufacturing Legacy,
E08000018,Rotherham,Yorkshire and The Humber,Yorkshire and The Humber,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a1r,Manufacturing Legacy,
E08000036,Wakefield,Yorkshire and The Humber,Yorkshire and The Humber,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a1r,Manufacturing Legacy,
E07000033,Bolsover,East Midlands,East Midlands,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a1r,Manufacturing Legacy,
E07000034,Chesterfield,East Midlands,East Midlands,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a1r,Manufacturing Legacy,
E07000170,Ashfield,East Midlands,East Midlands,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a1r,Manufacturing Legacy,
E07000174,Mansfield,East Midlands,East Midlands,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a1r,Manufacturing Legacy,
E07000192,Cannock Chase,West Midlands,West Midlands,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a1r,Manufacturing Legacy,
E07000199,Tamworth,West Midlands,West Midlands,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a1r,Manufacturing Legacy,
E08000027,Dudley,West Midlands,West Midlands,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a1r,Manufacturing Legacy,
E07000088,Gosport,South East,South East,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a3r,Service Economy,
E07000090,Havant,South East,South East,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a1r,Manufacturing Legacy,
W06000006,Wrexham,Wales,Wales,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a1r,Manufacturing Legacy,
W06000011,Swansea,Wales,Wales,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a3r,Service Economy,
W06000012,Neath Port Talbot,Wales,Wales,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a2r,Mining Legacy,
W06000013,Bridgend,Wales,Wales,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a2r,Mining Legacy,
W06000016,Rhondda Cynon Taf,Wales,Wales,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a2r,Mining Legacy,
W06000018,Caerphilly,Wales,Wales,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a2r,Mining Legacy,
W06000019,Blaenau Gwent,Wales,Wales,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a2r,Mining Legacy,
W06000020,Torfaen,Wales,Wales,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a2r,Mining Legacy,
W06000024,Merthyr Tydfil,Wales,Wales,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a2r,Mining Legacy,
N09000005,Derry City and Strabane,Northern Ireland,Northern Ireland,6r,Services and Industrial Legacy   ,6ar,"Services, Manufacturing and Mining Legacy  ",6a2r,Mining Legacy,
S12000005,Clackmannanshire,Scotland,Scotland,6r,Services and Industrial Legacy   ,6br,Scottish Industrial Heritage,6b1r,Scottish Industrial Legacy,
S12000008,East Ayrshire,Scotland,Scotland,6r,Services and Industrial Legacy   ,6br,Scottish Industrial Heritage,6b1r,Scottish Industrial Legacy,
S12000010,East Lothian,Scotland,Scotland,6r,Services and Industrial Legacy   ,6br,Scottish Industrial Heritage,6b1r,Scottish Industrial Legacy,
S12000014,Falkirk,Scotland,Scotland,6r,Services and Industrial Legacy   ,6br,Scottish Industrial Heritage,6b1r,Scottish Industrial Legacy,
S12000015,Fife,Scotland,Scotland,6r,Services and Industrial Legacy   ,6br,Scottish Industrial Heritage,6b1r,Scottish Industrial Legacy,
S12000018,Inverclyde,Scotland,Scotland,6r,Services and Industrial Legacy   ,6br,Scottish Industrial Heritage,6b1r,Scottish Industrial Legacy,
S12000019,Midlothian,Scotland,Scotland,6r,Services and Industrial Legacy   ,6br,Scottish Industrial Heritage,6b1r,Scottish Industrial Legacy,
S12000021,North Ayrshire,Scotland,Scotland,6r,Services and Industrial Legacy   ,6br,Scottish Industrial Heritage,6b1r,Scottish Industrial Legacy,
S12000044,North Lanarkshire,Scotland,Scotland,6r,Services and Industrial Legacy   ,6br,Scottish Industrial Heritage,6b1r,Scottish Industrial Legacy,
S12000038,Renfrewshire,Scotland,Scotland,6r,Services and Industrial Legacy   ,6br,Scottish Industrial Heritage,6b1r,Scottish Industrial Legacy,
S12000029,South Lanarkshire,Scotland,Scotland,6r,Services and Industrial Legacy   ,6br,Scottish Industrial Heritage,6b1r,Scottish Industrial Legacy,
S12000039,West Dunbartonshire,Scotland,Scotland,6r,Services and Industrial Legacy   ,6br,Scottish Industrial Heritage,6b1r,Scottish Industrial Legacy,
S12000040,West Lothian,Scotland,Scotland,6r,Services and Industrial Legacy   ,6br,Scottish Industrial Heritage,6b1r,Scottish Industrial Legacy,
E06000049,Cheshire East,North West,North West,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E06000013,North Lincolnshire,Yorkshire and The Humber,Yorkshire and The Humber,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000169,Selby,Yorkshire and The Humber,Yorkshire and The Humber,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000032,Amber Valley,East Midlands,East Midlands,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000036,Erewash,East Midlands,East Midlands,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000039,South Derbyshire,East Midlands,East Midlands,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000131,Harborough,East Midlands,East Midlands,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000132,Hinckley and Bosworth,East Midlands,East Midlands,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000133,Melton,East Midlands,East Midlands,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000134,North West Leicestershire,East Midlands,East Midlands,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000140,South Holland,East Midlands,East Midlands,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000141,South Kesteven,East Midlands,East Midlands,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000151,Daventry,East Midlands,East Midlands,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000152,East Northamptonshire,East Midlands,East Midlands,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000155,South Northamptonshire,East Midlands,East Midlands,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000171,Bassetlaw,East Midlands,East Midlands,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000175,Newark and Sherwood,East Midlands,East Midlands,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000193,East Staffordshire,West Midlands,West Midlands,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000198,Staffordshire Moorlands,West Midlands,West Midlands,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000218,North Warwickshire,West Midlands,West Midlands,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000238,Wychavon,West Midlands,West Midlands,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000239,Wyre Forest,West Midlands,West Midlands,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000009,East Cambridgeshire,East,East,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000010,Fenland,East,East,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000011,Huntingdonshire,East,East,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000067,Braintree,East,East,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000074,Maldon,East,East,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000144,Broadland,East,East,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000149,South Norfolk,East,East,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000200,Babergh,East,East,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000203,Mid Suffolk,East,East,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000204,St Edmundsbury,East,East,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000105,Ashford,South East,South East,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000113,Swale,South East,South East,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E06000054,Wiltshire,South West,South West,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000080,Forest of Dean,South West,South West,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000082,Stroud,South West,South West,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000083,Tewkesbury,South West,South West,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
W06000005,Flintshire,Wales,Wales,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
S12000034,Aberdeenshire,Scotland,Scotland,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
S12000027,Shetland Islands,Scotland,Scotland,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
N09000001,Antrim and Newtownabbey,Northern Ireland,Northern Ireland,7r,Town and Country Living,7br,Northern Ireland Countryside,7b1r,Northern Ireland Countryside,
N09000002,"Armagh City, Banbridge and Craigavon",Northern Ireland,Northern Ireland,7r,Town and Country Living,7br,Northern Ireland Countryside,7b1r,Northern Ireland Countryside,
N09000004,Causeway Coast and Glens,Northern Ireland,Northern Ireland,7r,Town and Country Living,7br,Northern Ireland Countryside,7b1r,Northern Ireland Countryside,
N09000006,Fermanagh and Omagh,Northern Ireland,Northern Ireland,7r,Town and Country Living,7br,Northern Ireland Countryside,7b1r,Northern Ireland Countryside,
N09000007,Lisburn and Castlereagh,Northern Ireland,Northern Ireland,7r,Town and Country Living,7br,Northern Ireland Countryside,7b1r,Northern Ireland Countryside,
N09000008,Mid and East Antrim,Northern Ireland,Northern Ireland,7r,Town and Country Living,7br,Northern Ireland Countryside,7b1r,Northern Ireland Countryside,
N09000009,Mid Ulster,Northern Ireland,Northern Ireland,7r,Town and Country Living,7br,Northern Ireland Countryside,7b1r,Northern Ireland Countryside,
N09000010,"Newry, Mourne and Down",Northern Ireland,Northern Ireland,7r,Town and Country Living,7br,Northern Ireland Countryside,7b1r,Northern Ireland Countryside,
E06000050,Cheshire West and Chester,North West,North West,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E06000007,Warrington,North West,North West,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E08000007,Stockport,North West,North West,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E07000118,Chorley,North West,North West,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E07000126,South Ribble,North West,North West,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E07000127,West Lancashire,North West,North West,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E07000037,High Peak,East Midlands,East Midlands,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E07000038,North East Derbyshire,East Midlands,East Midlands,7r,Town and Country Living,7cr,Town Living,7c1r,Prosperous Semi-rural,
E07000129,Blaby,East Midlands,East Midlands,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E07000130,Charnwood,East Midlands,East Midlands,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E07000135,Oadby and Wigston,East Midlands,East Midlands,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E07000172,Broxtowe,East Midlands,East Midlands,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E07000173,Gedling,East Midlands,East Midlands,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E07000194,Lichfield,West Midlands,West Midlands,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E07000195,Newcastle-under-Lyme,West Midlands,West Midlands,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E07000196,South Staffordshire,West Midlands,West Midlands,7r,Town and Country Living,7cr,Town Living,7c1r,Prosperous Semi-rural,
E07000197,Stafford,West Midlands,West Midlands,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E08000029,Solihull,West Midlands,West Midlands,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E07000234,Bromsgrove,West Midlands,West Midlands,7r,Town and Country Living,7cr,Town Living,7c1r,Prosperous Semi-rural,
E07000069,Castle Point,East,East,7r,Town and Country Living,7cr,Town Living,7c1r,Prosperous Semi-rural,
E07000075,Rochford,East,East,7r,Town and Country Living,7cr,Town Living,7c1r,Prosperous Semi-rural,
E07000086,Eastleigh,South East,South East,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E07000087,Fareham,South East,South East,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E07000223,Adur,South East,South East,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E06000029,Poole,South West,South West,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E06000025,South Gloucestershire,South West,South West,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
W06000014,Vale of Glamorgan,Wales,Wales,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
S12000045,East Dunbartonshire,Scotland,Scotland,7r,Town and Country Living,7cr,Town Living,7c1r,Prosperous Semi-rural,
S12000011,East Renfrewshire,Scotland,Scotland,7r,Town and Country Living,7cr,Town Living,7c1r,Prosperous Semi-rural,
N09000011,Ards and North Down,Northern Ireland,Northern Ireland,7r,Town and Country Living,7cr,Town Living,7c2r,Prosperous Towns,
E06000002,Middlesbrough,North East,North East,8r,Urban Settlements,8ar,Manufacturing Traits,8a1r,Industrial and Multi-ethnic,
E06000008,Blackburn with Darwen,North West,North West,8r,Urban Settlements,8ar,Manufacturing Traits,8a1r,Industrial and Multi-ethnic,
E08000001,Bolton,North West,North West,8r,Urban Settlements,8ar,Manufacturing Traits,8a1r,Industrial and Multi-ethnic,
E08000002,Bury,North West,North West,8r,Urban Settlements,8ar,Manufacturing Traits,8a2r,Urban Living,
E08000004,Oldham,North West,North West,8r,Urban Settlements,8ar,Manufacturing Traits,8a1r,Industrial and Multi-ethnic,
E08000005,Rochdale,North West,North West,8r,Urban Settlements,8ar,Manufacturing Traits,8a1r,Industrial and Multi-ethnic,
E08000006,Salford,North West,North West,8r,Urban Settlements,8ar,Manufacturing Traits,8a1r,Industrial and Multi-ethnic,
E08000008,Tameside,North West,North West,8r,Urban Settlements,8ar,Manufacturing Traits,8a2r,Urban Living,
E07000117,Burnley,North West,North West,8r,Urban Settlements,8ar,Manufacturing Traits,8a2r,Urban Living,
E07000120,Hyndburn,North West,North West,8r,Urban Settlements,8ar,Manufacturing Traits,8a2r,Urban Living,
E07000122,Pendle,North West,North West,8r,Urban Settlements,8ar,Manufacturing Traits,8a2r,Urban Living,
E06000010,"Kingston upon Hull, City of",Yorkshire and The Humber,Yorkshire and The Humber,8r,Urban Settlements,8ar,Manufacturing Traits,8a1r,Industrial and Multi-ethnic,
E08000032,Bradford,Yorkshire and The Humber,Yorkshire and The Humber,8r,Urban Settlements,8ar,Manufacturing Traits,8a1r,Industrial and Multi-ethnic,
E08000033,Calderdale,Yorkshire and The Humber,Yorkshire and The Humber,8r,Urban Settlements,8ar,Manufacturing Traits,8a2r,Urban Living,
E08000034,Kirklees,Yorkshire and The Humber,Yorkshire and The Humber,8r,Urban Settlements,8ar,Manufacturing Traits,8a1r,Industrial and Multi-ethnic,
E06000015,Derby,East Midlands,East Midlands,8r,Urban Settlements,8ar,Manufacturing Traits,8a1r,Industrial and Multi-ethnic,
E07000136,Boston,East Midlands,East Midlands,8r,Urban Settlements,8ar,Manufacturing Traits,8a2r,Urban Living,
E07000153,Kettering,East Midlands,East Midlands,8r,Urban Settlements,8ar,Manufacturing Traits,8a2r,Urban Living,
E06000021,Stoke-on-Trent,West Midlands,West Midlands,8r,Urban Settlements,8ar,Manufacturing Traits,8a1r,Industrial and Multi-ethnic,
E06000020,Telford and Wrekin,West Midlands,West Midlands,8r,Urban Settlements,8ar,Manufacturing Traits,8a2r,Urban Living,
E07000219,Nuneaton and Bedworth,West Midlands,West Midlands,8r,Urban Settlements,8ar,Manufacturing Traits,8a2r,Urban Living,
E08000028,Sandwell,West Midlands,West Midlands,8r,Urban Settlements,8ar,Manufacturing Traits,8a1r,Industrial and Multi-ethnic,
E08000030,Walsall,West Midlands,West Midlands,8r,Urban Settlements,8ar,Manufacturing Traits,8a1r,Industrial and Multi-ethnic,
E08000031,Wolverhampton,West Midlands,West Midlands,8r,Urban Settlements,8ar,Manufacturing Traits,8a1r,Industrial and Multi-ethnic,
E07000236,Redditch,West Midlands,West Midlands,8r,Urban Settlements,8ar,Manufacturing Traits,8a2r,Urban Living,
E07000237,Worcester,West Midlands,West Midlands,8r,Urban Settlements,8ar,Manufacturing Traits,8a2r,Urban Living,
E06000033,Southend-on-Sea,East,East,8r,Urban Settlements,8ar,Manufacturing Traits,8a2r,Urban Living,
E07000202,Ipswich,East,East,8r,Urban Settlements,8ar,Manufacturing Traits,8a1r,Industrial and Multi-ethnic,
E07000062,Hastings,South East,South East,8r,Urban Settlements,8ar,Manufacturing Traits,8a2r,Urban Living,
E07000229,Worthing,South East,South East,8r,Urban Settlements,8ar,Manufacturing Traits,8a2r,Urban Living,
E07000081,Gloucester,South West,South West,8r,Urban Settlements,8ar,Manufacturing Traits,8a2r,Urban Living,
W06000022,Newport,Wales,Wales,8r,Urban Settlements,8ar,Manufacturing Traits,8a1r,Industrial and Multi-ethnic,
E08000009,Trafford,North West,North West,8r,Urban Settlements,8br,Suburban Traits,8b1r,City Periphery,
E07000150,Corby,East Midlands,East Midlands,8r,Urban Settlements,8br,Suburban Traits,8b2r,Expanding Areas,
E07000154,Northampton,East Midlands,East Midlands,8r,Urban Settlements,8br,Suburban Traits,8b2r,Expanding Areas,
E07000156,Wellingborough,East Midlands,East Midlands,8r,Urban Settlements,8br,Suburban Traits,8b2r,Expanding Areas,
E07000220,Rugby,West Midlands,West Midlands,8r,Urban Settlements,8br,Suburban Traits,8b2r,Expanding Areas,
E06000055,Bedford,East,East,8r,Urban Settlements,8br,Suburban Traits,8b2r,Expanding Areas,
E06000031,Peterborough,East,East,8r,Urban Settlements,8br,Suburban Traits,8b2r,Expanding Areas,
E06000034,Thurrock,East,East,8r,Urban Settlements,8br,Suburban Traits,8b1r,City Periphery,
E07000066,Basildon,East,East,8r,Urban Settlements,8br,Suburban Traits,8b1r,City Periphery,
E07000073,Harlow,East,East,8r,Urban Settlements,8br,Suburban Traits,8b1r,City Periphery,
E07000095,Broxbourne,East,East,8r,Urban Settlements,8br,Suburban Traits,8b1r,City Periphery,
E07000243,Stevenage,East,East,8r,Urban Settlements,8br,Suburban Traits,8b1r,City Periphery,
E07000103,Watford,East,East,8r,Urban Settlements,8br,Suburban Traits,8b2r,Expanding Areas,
E09000004,Bexley,London,London,8r,Urban Settlements,8br,Suburban Traits,8b1r,City Periphery,
E09000016,Havering,London,London,8r,Urban Settlements,8br,Suburban Traits,8b1r,City Periphery,
E09000029,Sutton,London,London,8r,Urban Settlements,8br,Suburban Traits,8b1r,City Periphery,
E06000035,Medway,South East,South East,8r,Urban Settlements,8br,Suburban Traits,8b1r,City Periphery,
E06000042,Milton Keynes,South East,South East,8r,Urban Settlements,8br,Suburban Traits,8b2r,Expanding Areas,
E07000092,Rushmoor,South East,South East,8r,Urban Settlements,8br,Suburban Traits,8b2r,Expanding Areas,
E07000107,Dartford,South East,South East,8r,Urban Settlements,8br,Suburban Traits,8b1r,City Periphery,
E07000109,Gravesham,South East,South East,8r,Urban Settlements,8br,Suburban Traits,8b1r,City Periphery,
E07000226,Crawley,South East,South East,8r,Urban Settlements,8br,Suburban Traits,8b2r,Expanding Areas,
E06000030,Swindon,South West,South West,8r,Urban Settlements,8br,Suburban Traits,8b2r,Expanding Areas,
E06000059,Dorset,South West,South West,3r,Countryside Living,3ar,English and Welsh Countryside,3a1r,Older Farming Communities,
E06000061,North Northamptonshire,East Midlands,East Midlands,8r,Urban Settlements,8br,Suburban Traits,8b2r,Expanding Areas,
E06000062,West Northamptonshire,East Midlands,East Midlands,8r,Urban Settlements,8br,Suburban Traits,8b2r,Expanding Areas,
E06000060,Buckinghamshire,South East,South East,1r,Affluent England,1br,Thriving Rural,1b2r,Rural Growth Areas,
E07000244,East Suffolk,East,East,3r,Countryside Living,3br,Remoter Coastal Living,3b1r,Ageing Coastal Living,
E07000245,West Suffolk,East,East,7r,Town and Country Living,7ar,Country Living,7a1r,Country Living,
E07000246,Somerset West and Taunton,South West,South West,3r,Countryside Living,3ar,English and Welsh Countryside,3a2r,Sparse English and Welsh Countryside,
E06000058,"Bournemouth, Christchurch and Poole",South West,South West,3r,Countryside Living,3br,Remoter Coastal Living,3b2r,Seaside Living,
